"","x"
"225",0
"226",0
"227",0
"228",0
"229",0
"230",0
"231",0
"232",0
"233",0
"234",0
"235",0
"236",0
"237",0
"238",0
"239",0
"240",0
"241",0
"242",0
"243",0
"244",0
"245",0
"246",0
"247",0
"248",0
"249",0
"250",0
"251",0
"252",0
"253",0
"254",0
"255",0
"256",0
"257",0
"258",0
"259",0
"260",0
"261",0
"262",0
"263",0
"264",0
"265",0
"266",0
"267",0
"268",0
"269",0
"270",0
"271",0
"272",0
"273",0
"274",0
"275",0
"276",0
"277",0
"278",0
"279",0
"280",0
"281",0
"282",0
"283",0
"284",0
"285",0
"286",0
"287",0
"288",0
"289",0
"290",0
"291",0
"292",0
"293",0
"294",0
"295",0
"296",0
"297",0
"298",0
"299",0
"300",0
"301",0
"302",0
"303",0
"304",0
"305",0
"306",0
"307",0
"308",0
"309",0
"310",0
"311",0
"312",0
"313",0
"314",0
"315",0
"316",0
"317",0
"318",0
"319",0
"320",0
"321",0
"322",0
"323",0
"324",0
"325",0
"326",0
"327",0
"328",0
"329",0
"330",0
"331",0
"332",0
"333",0
"334",0
"335",0
"336",0
"337",0
"338",0
"339",0
"340",0
"341",0
"342",0
"343",0
"344",0
"345",0
"346",0
"347",0
"348",0
"349",0
"350",0
"351",0
"352",0
"353",0
"354",0
"355",0
"356",0
"357",0
"358",0
"359",0
"360",0
"361",0
"362",0
"363",0
"364",0
"365",0
"366",0
"367",0
"368",0
"369",0
"370",0
"371",0
"372",0
"373",0
"374",0
"375",0
"376",0
"377",0
"378",0
"379",0
"380",0
"381",0
"382",0
"383",0
"384",0
"385",0
"386",0
"387",0
"388",0
"389",0
"390",0
"391",0
"392",0
"393",0
"394",0
"395",0
"396",0
"397",0
"398",0
"399",0
"400",0
"401",0
"402",0
"403",0
"404",0
"405",0
"406",0
"407",0
"408",0
"409",0
"410",0
"411",0
"412",0
"413",0
"414",0
"415",0
"416",0
"417",0
"418",0
"419",0
"420",0
"421",0
"422",0
"423",0
"424",0
"425",0
"426",0
"427",0
"428",0
"429",0
"430",0
"431",0
"432",0
"433",0
"434",0
"435",0
"436",0
"437",0
"438",0
"439",0
"440",0
"441",0
"442",0
"443",0
"444",0
"445",0
"446",0
"447",0
"448",0
"449",0
"450",0
"451",0
"452",0
"453",0
"454",0
"455",0
"456",0
"457",0
"458",0
"459",0
"460",0
"461",0
"462",0
"463",0
"464",0
"465",0
"466",0
"467",0
"468",0
"469",0
"470",0
"471",0
"472",0
"473",0
"474",0
"475",0
"476",0
"477",0
"478",0
"479",0
"480",0
"481",0
"482",0
"483",0
"484",0
"485",0
"486",0
"487",0
"488",0
"489",0
"490",0
"491",0
"492",0
"493",0
"494",0
"495",0
"496",0
"497",0
"498",0
"499",0
"500",0
"501",0
"502",0
"503",0
"504",0
"505",0
"506",0
"507",0
"508",0
"509",0
"510",0
"511",0
"512",0
"513",0
"514",0
"515",0
"516",0
"517",0
"518",0
"519",0
"520",0
"521",0
"522",0
"523",0
"524",0
"525",0
"526",0
"527",0
"528",0
"529",0
"530",0
"531",0
"532",0
"533",0
"534",0
"535",0
"536",0
"537",0
"538",0
"539",0
"540",0
"541",0
"542",0
"543",0
"544",0
"545",0
"546",0
"547",0
"548",0
"549",0
"550",0
"551",0
"552",0
"553",0
"554",0
"555",0
"556",0
"557",0
"558",0
"559",0
"560",0
"561",0
"562",0
"563",0
"564",0
"565",0
"566",0
"567",0
"568",0
"569",0
"570",0
"571",0
"572",0
"573",0
"574",0
"575",0
"576",0
"577",0
"578",0
"579",0
"580",0
"581",0
"582",0
"583",0
"584",0
"585",0
"586",0
"587",0
"588",0
"589",0
"590",0
"591",0
"592",0
"593",0
"594",0
"595",0
"596",0
"597",0
"598",0
"599",0
"600",0
"601",0
"602",0
"603",0
"604",0
"605",0
"606",0
"607",0
"608",0
"609",0
"610",0
"611",0
"612",0
"613",0
"614",0
"615",0
"616",0
"617",0
"618",0
"619",0
"620",0
"621",0
"622",0
"623",0
"624",0
"625",0
"626",0
"627",0
"628",0
"629",0
"630",0
"631",0
"632",0
"633",0
"634",0
"635",0
"636",0
"637",0
"638",0
"639",0
"640",0
"641",0
"642",0
"643",0
"644",0
"645",0
"646",0
"647",0
"648",0
"649",0
"650",0
"651",0
"652",0
"653",0
"654",0
"655",0
"656",0
"657",0
"658",0
"659",0
"660",0
"661",0
"662",0
"663",0
"664",0
"665",0
"666",0
"667",0
"668",0
"669",0
"670",0
"671",0
"672",0
"673",0
"674",1e-04
"675",1e-04
"676",1e-04
"677",1e-04
"678",1e-04
"679",1e-04
"680",1e-04
"681",1e-04
"682",1e-04
"683",1e-04
"684",1e-04
"685",3e-04
"686",4e-04
"687",4e-04
"688",5e-04
"689",7e-04
"690",7e-04
"691",7e-04
"692",7e-04
"693",9e-04
"694",9e-04
"695",9e-04
"696",9e-04
"697",0.0011
"698",0.0012
"699",0.0014
"700",0.0017
"701",0.0018
"702",0.0021
"703",0.0022
"704",0.0023
"705",0.0023
"706",0.0024
"707",0.0025
"708",0.0026
"709",0.0027
"710",0.0029
"711",0.0032
"712",0.0034
"713",0.0037
"714",0.0038
"715",0.0038
"716",0.004
"717",0.0042
"718",0.0046
"719",0.005
"720",0.0052
"721",0.0055
"722",0.0057
"723",0.0061
"724",0.0064
"725",0.0066
"726",0.00700000000000001
"727",0.00730000000000001
"728",0.00730000000000001
"729",0.00760000000000001
"730",0.00780000000000001
"731",0.0086
"732",0.0088
"733",0.0088
"734",0.009
"735",0.0093
"736",0.0098
"737",0.0102
"738",0.0107
"739",0.0119
"740",0.0122
"741",0.0129
"742",0.0135
"743",0.0141
"744",0.0146
"745",0.0148
"746",0.0156
"747",0.0157
"748",0.016
"749",0.0165
"750",0.017
"751",0.0174
"752",0.0174999999999999
"753",0.0179999999999999
"754",0.0190999999999999
"755",0.0194999999999999
"756",0.0197999999999999
"757",0.0204999999999999
"758",0.0211999999999999
"759",0.0213999999999999
"760",0.0220999999999999
"761",0.0229999999999999
"762",0.0236999999999999
"763",0.0243999999999999
"764",0.0250999999999999
"765",0.0256999999999999
"766",0.0265999999999999
"767",0.0273999999999999
"768",0.0280999999999999
"769",0.0292999999999999
"770",0.0298999999999999
"771",0.0308999999999999
"772",0.0318999999999999
"773",0.0328999999999999
"774",0.0340999999999999
"775",0.0352
"776",0.0362
"777",0.0373
"778",0.0383000000000001
"779",0.0386000000000001
"780",0.0393000000000001
"781",0.0402000000000001
"782",0.0413000000000002
"783",0.0416000000000002
"784",0.0423000000000002
"785",0.0433000000000002
"786",0.0443000000000002
"787",0.0462000000000003
"788",0.0474000000000003
"789",0.0488000000000004
"790",0.0499000000000004
"791",0.0510000000000004
"792",0.0521000000000005
"793",0.0535000000000005
"794",0.0546000000000005
"795",0.0553000000000006
"796",0.0562000000000006
"797",0.0579000000000006
"798",0.0592000000000007
"799",0.0605000000000007
"800",0.0619000000000007
"801",0.0630000000000008
"802",0.0637000000000008
"803",0.0648000000000008
"804",0.0661000000000009
"805",0.0677000000000009
"806",0.0685000000000009
"807",0.070200000000001
"808",0.071100000000001
"809",0.0732000000000011
"810",0.0744000000000011
"811",0.0755000000000011
"812",0.0768000000000012
"813",0.0777000000000012
"814",0.0794000000000012
"815",0.0805000000000013
"816",0.0813000000000013
"817",0.0828000000000013
"818",0.0846000000000014
"819",0.0869000000000015
"820",0.0888000000000015
"821",0.0904000000000016
"822",0.0921000000000016
"823",0.0947000000000017
"824",0.0963000000000017
"825",0.0988000000000018
"826",0.100800000000002
"827",0.102300000000002
"828",0.103200000000002
"829",0.104800000000002
"830",0.106000000000002
"831",0.108200000000002
"832",0.109900000000002
"833",0.111200000000002
"834",0.113400000000002
"835",0.115600000000002
"836",0.118100000000002
"837",0.120500000000002
"838",0.122300000000002
"839",0.123900000000003
"840",0.125600000000002
"841",0.128300000000002
"842",0.130100000000002
"843",0.132400000000002
"844",0.134600000000001
"845",0.136900000000001
"846",0.138300000000001
"847",0.140300000000001
"848",0.142300000000001
"849",0.1452
"850",0.1472
"851",0.1493
"852",0.1512
"853",0.153999999999999
"854",0.156699999999999
"855",0.159099999999999
"856",0.160799999999999
"857",0.163099999999998
"858",0.165599999999998
"859",0.167999999999998
"860",0.171399999999997
"861",0.173199999999997
"862",0.176699999999997
"863",0.178799999999997
"864",0.180199999999996
"865",0.181399999999996
"866",0.183699999999996
"867",0.185699999999996
"868",0.188299999999996
"869",0.191399999999995
"870",0.192999999999995
"871",0.195099999999995
"872",0.197399999999995
"873",0.200899999999994
"874",0.203499999999994
"875",0.205699999999994
"876",0.208799999999993
"877",0.211199999999993
"878",0.214399999999993
"879",0.218399999999992
"880",0.220899999999992
"881",0.224299999999992
"882",0.228299999999991
"883",0.231199999999991
"884",0.233299999999991
"885",0.23639999999999
"886",0.23869999999999
"887",0.24089999999999
"888",0.24349999999999
"889",0.245999999999989
"890",0.248099999999989
"891",0.251299999999989
"892",0.253999999999988
"893",0.256499999999988
"894",0.258799999999988
"895",0.260999999999988
"896",0.264099999999987
"897",0.266799999999987
"898",0.269899999999987
"899",0.272199999999986
"900",0.274899999999986
"901",0.278599999999986
"902",0.280699999999985
"903",0.284299999999985
"904",0.286599999999985
"905",0.289099999999984
"906",0.291399999999984
"907",0.294699999999984
"908",0.296899999999984
"909",0.299999999999983
"910",0.301899999999983
"911",0.305499999999983
"912",0.309299999999982
"913",0.311599999999982
"914",0.314599999999982
"915",0.317399999999981
"916",0.320099999999981
"917",0.322899999999981
"918",0.324399999999981
"919",0.32709999999998
"920",0.33059999999998
"921",0.33419999999998
"922",0.337099999999979
"923",0.341299999999979
"924",0.344499999999978
"925",0.348399999999978
"926",0.350699999999978
"927",0.353299999999977
"928",0.357299999999977
"929",0.360499999999977
"930",0.362499999999976
"931",0.366699999999976
"932",0.369499999999976
"933",0.372599999999975
"934",0.375599999999975
"935",0.378399999999975
"936",0.381199999999974
"937",0.384399999999974
"938",0.386999999999974
"939",0.390299999999973
"940",0.394099999999973
"941",0.397799999999973
"942",0.400999999999972
"943",0.402799999999972
"944",0.405699999999972
"945",0.408499999999971
"946",0.411699999999971
"947",0.414799999999971
"948",0.41749999999997
"949",0.42029999999997
"950",0.42259999999997
"951",0.425299999999969
"952",0.427699999999969
"953",0.431299999999969
"954",0.435299999999968
"955",0.439099999999968
"956",0.441499999999968
"957",0.444499999999967
"958",0.447199999999967
"959",0.449999999999967
"960",0.452299999999967
"961",0.455999999999966
"962",0.458999999999966
"963",0.461499999999965
"964",0.464199999999965
"965",0.466499999999965
"966",0.469399999999965
"967",0.472399999999964
"968",0.475199999999964
"969",0.477799999999964
"970",0.480499999999963
"971",0.483099999999963
"972",0.486299999999963
"973",0.488699999999962
"974",0.490499999999962
"975",0.493599999999962
"976",0.495799999999962
"977",0.497799999999961
"978",0.500499999999961
"979",0.502999999999961
"980",0.505699999999961
"981",0.50789999999996
"982",0.51069999999996
"983",0.51339999999996
"984",0.51549999999996
"985",0.518699999999959
"986",0.521099999999959
"987",0.523199999999959
"988",0.525899999999958
"989",0.528199999999958
"990",0.531599999999958
"991",0.534199999999957
"992",0.537599999999957
"993",0.539599999999957
"994",0.542799999999957
"995",0.545299999999956
"996",0.547899999999956
"997",0.550499999999956
"998",0.553399999999955
"999",0.555699999999955
"1000",0.558399999999955
